,STATIONS_ID,MESS_DATUM,QN_8,  R1,RS_IND,WRTR,eor
2030,3379,1997100403,1,0.0,0,-999,eor
2031,3379,1997100404,1,0.0,0,-999,eor
2032,3379,1997100405,1,0.0,0,-999,eor
2033,3379,1997100406,1,0.0,0,-999,eor
2034,3379,1997100407,1,0.0,0,-999,eor
2035,3379,1997100408,1,0.0,0,-999,eor
2036,3379,1997100409,1,0.0,0,-999,eor
2037,3379,1997100410,1,0.0,0,-999,eor
2038,3379,1997100411,1,0.0,0,-999,eor
2039,3379,1997100412,1,0.0,0,-999,eor
2040,3379,1997100413,1,0.0,0,-999,eor
2041,3379,1997100414,1,0.0,0,-999,eor
2042,3379,1997100415,1,0.0,0,-999,eor
2043,3379,1997100416,1,0.0,0,-999,eor
2044,3379,1997100417,1,0.0,0,-999,eor
2045,3379,1997100418,1,0.0,0,-999,eor
2046,3379,1997100419,1,0.0,0,-999,eor
2047,3379,1997100420,1,0.0,0,-999,eor
2048,3379,1997100421,1,0.0,0,-999,eor
2049,3379,1997100422,1,0.0,0,-999,eor
2050,3379,1997100423,1,0.0,0,-999,eor
2051,3379,1997100500,1,0.0,0,-999,eor
2052,3379,1997100501,1,0.0,0,-999,eor
2053,3379,1997100502,1,0.0,0,-999,eor
2054,3379,1997100503,1,0.0,0,-999,eor
2055,3379,1997100504,1,0.0,0,-999,eor
2056,3379,1997100505,1,0.0,0,-999,eor
2057,3379,1997100506,1,0.0,0,-999,eor
2058,3379,1997100507,1,0.0,0,-999,eor
2059,3379,1997100508,1,0.0,0,-999,eor
2060,3379,1997100509,1,0.0,0,-999,eor
2061,3379,1997100510,1,0.0,0,-999,eor
2062,3379,1997100511,1,0.0,0,-999,eor
2063,3379,1997100512,1,0.0,0,-999,eor
2064,3379,1997100513,1,0.0,0,-999,eor
2065,3379,1997100514,1,0.0,0,-999,eor
2066,3379,1997100515,1,0.0,0,-999,eor
2067,3379,1997100516,1,0.0,0,-999,eor
2068,3379,1997100517,1,0.0,0,-999,eor
2069,3379,1997100518,1,0.0,0,-999,eor
2070,3379,1997100519,1,0.0,0,-999,eor
2071,3379,1997100520,1,0.0,0,-999,eor
2072,3379,1997100521,1,0.0,0,-999,eor
2073,3379,1997100522,1,0.0,0,-999,eor
10328,3379,1998091900,1,0.0,0,-999,eor
10329,3379,1998091901,1,0.0,0,-999,eor
10330,3379,1998091902,1,0.0,0,-999,eor
10331,3379,1998091903,1,0.0,0,-999,eor
10332,3379,1998091904,1,0.0,0,-999,eor
10333,3379,1998091905,1,0.0,0,-999,eor
10334,3379,1998091906,1,0.0,0,-999,eor
10335,3379,1998091907,1,0.0,0,-999,eor
10336,3379,1998091908,1,0.0,0,-999,eor
10337,3379,1998091909,1,0.0,0,-999,eor
10338,3379,1998091910,1,0.0,0,-999,eor
10339,3379,1998091911,1,0.0,0,-999,eor
10340,3379,1998091912,1,0.0,0,-999,eor
10341,3379,1998091913,1,0.0,0,-999,eor
10342,3379,1998091914,1,0.0,0,-999,eor
10343,3379,1998091915,1,0.0,0,-999,eor
10344,3379,1998091916,1,0.0,0,-999,eor
10345,3379,1998091917,1,0.0,0,-999,eor
10346,3379,1998091918,1,0.0,0,-999,eor
10347,3379,1998091919,1,0.0,0,-999,eor
10348,3379,1998091920,1,0.0,0,-999,eor
10349,3379,1998091921,1,0.0,0,-999,eor
10350,3379,1998091922,1,0.0,0,-999,eor
10351,3379,1998091923,1,0.0,0,-999,eor
10352,3379,1998092000,1,0.0,0,-999,eor
10353,3379,1998092001,1,0.0,0,-999,eor
10354,3379,1998092002,1,0.0,0,-999,eor
10355,3379,1998092003,1,0.0,0,-999,eor
10356,3379,1998092004,1,0.0,0,-999,eor
