GENESIS-Tabelle: 45511-002
Tourismus: Gemeinden, Übernachtungen, Ankünfte,;;;;;;;
 Herkunft;;;;;;;
der Gäste, Monat, Jahr (ab 2006);;;;;;;
Monatserhebung im Tourismus;;;;;;;
2020;;;;;;;
Monate: September;;;;;;;
;;Insgesamt;Insgesamt;Inland;Inland;Ausland;Ausland
;;Gästeankünfte;Gästeübernachtungen;Gästeankünfte;Gästeübernachtungen;Gästeankünfte;Gästeübernachtungen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
09;Bayern;2755502;8406745;2477065;7740895;278437;665850
091;  Oberbayern;1074030;3267306;938652;2925887;135378;341419
09161;    Ingolstadt (Krfr.St);17581;31904;15016;26797;2565;5107
09162;    München, Landeshauptstadt;317472;745137;245985;564393;71487;180744
09163;    Rosenheim (Krfr.St);11282;21517;9669;18449;1613;3068
09171;    Altötting (Lkr);9038;21948;8175;18648;863;3300
09171111;      Altötting, St;2936;7842;2757;7566;179;276
09171112;      Burghausen, St;3537;6210;3062;5162;475;1048
09171113;      Burgkirchen a.d.Alz;39;497;29;214;10;283
09171114;      Emmerting;.;.;.;.;.;.
09171115;      Erlbach;.;.;.;.;.;.
09171116;      Feichten a.d.Alz;.;.;.;.;.;.
09171117;      Garching a.d.Alz;.;.;.;.;.;.
09171118;      Haiming;224;571;212;511;12;60
09171119;      Halsbach;-;-;-;-;-;-
09171121;      Kastl;.;.;.;.;.;.
09171122;      Kirchweidach;143;781;92;220;51;561
09171123;      Marktl, M;450;1272;405;935;45;337
09171124;      Mehring;.;.;.;.;.;.
09171125;      Neuötting, St;208;794;188;656;20;138
09171126;      Perach;-;-;-;-;-;-
09171127;      Pleiskirchen;-;-;-;-;-;-
09171129;      Reischach;.;.;.;.;.;.
09171130;      Stammham;.;.;.;.;.;.
09171131;      Teising;-;-;-;-;-;-
09171132;      Töging a.Inn, St;.;.;.;.;.;.
09171133;      Tüßling, M;-;-;-;-;-;-
09171134;      Tyrlaching;-;-;-;-;-;-
09171135;      Unterneukirchen;709;1644;699;1496;10;148
09171137;      Winhöring;.;.;.;.;.;.
09172;    Berchtesgadener Land (Lkr);80917;355844;75885;342814;5032;13030
09172111;      Ainring;3335;10516;3093;9965;242;551
09172112;      Anger;496;2510;466;2370;30;140
09172114;      Bad Reichenhall, GKSt;11459;58521;10765;56682;694;1839
09172115;      Bayerisch Gmain;2410;16180;2369;16066;41;114
09172116;      Berchtesgaden, M;21550;82821;20080;79292;1470;3529
09172117;      Bischofswiesen;6366;26214;6153;25655;213;559
09172118;      Freilassing, St;1332;3397;1194;3017;138;380
09172122;      Laufen, St;1013;2741;797;2288;216;453
09172124;      Marktschellenberg, M;573;3917;543;3737;30;180
09172128;      Piding;2591;9268;2325;8761;266;507
09172129;      Ramsau b.Berchtesgaden;6626;35269;6408;34555;218;714
09172130;      Saaldorf-Surheim;446;1796;417;1726;29;70
09172131;      Schneizlreuth;1118;3344;989;3147;129;197
09172132;      Schönau a.Königssee;20557;95722;19315;92053;1242;3669
09172134;      Teisendorf, M;1045;3628;971;3500;74;128
09172444;      Gemeindefreie Gebiete;-;-;-;-;-;-
09173;    Bad Tölz-Wolfratshausen (Lkr);42759;139753;41067;135498;1692;4255
09173111;      Bad Heilbrunn;903;2210;830;1963;73;247
09173112;      Bad Tölz, St;6768;30042;6441;28890;327;1152
09173113;      Benediktbeuern;3304;8130;3297;8117;7;13
09173115;      Bichl;.;.;.;.;.;.
09173118;      Dietramszell;840;1481;825;1456;15;25
09173120;      Egling;1210;2547;1144;2437;66;110
09173123;      Eurasburg;570;1281;530;1189;40;92
09173124;      Gaißach;.;.;.;.;.;.
09173126;      Geretsried, St;1240;3978;1168;3821;72;157
09173127;      Greiling;-;-;-;-;-;-
09173130;      Icking;.;.;.;.;.;.
09173131;      Jachenau;655;2529;647;2518;8;11
09173133;      Kochel a.See;8727;28797;8403;27984;324;813
09173134;      Königsdorf;1660;4127;1569;3943;91;184
09173135;      Lenggries;6317;22434;6166;22065;151;369
09173137;      Münsing;4084;13333;3926;12958;158;375
09173140;      Reichersbeuern;.;.;.;.;.;.
09173141;      Sachsenkam;.;.;.;.;.;.
09173142;      Schlehdorf;968;3226;952;3207;16;19
09173145;      Wackersberg;3141;7950;3001;7690;140;260
09173147;      Wolfratshausen, St;1509;3265;1359;2948;150;317
09173444;      Gemeindefreie Gebiete;-;-;-;-;-;-
09174;    Dachau (Lkr);7469;19751;6683;17335;786;2416
09174111;      Altomünster, M;397;982;366;935;31;47
09174113;      Bergkirchen;1431;3243;1312;3045;119;198
09174115;      Dachau, GKSt;2479;6368;2183;5803;296;565
09174118;      Erdweg;.;.;.;.;.;.
09174121;      Haimhausen;.;.;.;.;.;.
09174122;      Hebertshausen;145;360;139;353;6;7
09174126;      Karlsfeld;324;840;274;712;50;128
09174131;      Markt Indersdorf, M;398;2375;353;2006;45;369
09174135;      Odelzhausen;.;.;.;.;.;.
09174136;      Petershausen;.;.;.;.;.;.
09174137;      Pfaffenhofen a.d.Glonn;-;-;-;-;-;-
09174141;      Röhrmoos;303;800;248;657;55;143
09174143;      Schwabhausen;433;1313;380;1046;53;267
09174146;      Sulzemoos;.;.;.;.;.;.
09174147;      Hilgertshausen-Tandern;.;.;.;.;.;.
09174150;      Vierkirchen;.;.;.;.;.;.
09174151;      Weichs;.;.;.;.;.;.
09175;    Ebersberg (Lkr);11722;26974;9997;22837;1725;4137
09175111;      Anzing;181;1080;160;822;21;258
09175112;      Aßling;-;-;-;-;-;-
09175113;      Baiern;.;.;.;.;.;.
