,STATIONS_ID,MESS_DATUM,QN_3,  FX,  FM,QN_4, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK,eor
11435,3379,19850921,10,6.0,1.3,10,0.0,0,6.7,0,3.0,14.6,957.4,19.6,66.0,25.7,15.0,13.3,eor
11436,3379,19850922,10,8.5,2.6,10,0.0,0,8.4,0,2.3,13.8,957.4,20.2,59.0,26.7,15.9,15.0,eor
11437,3379,19850923,10,5.8,1.0,10,0.0,0,8.9,0,2.3,15.0,957.2,20.8,63.0,25.6,15.2,13.3,eor
11438,3379,19850924,10,5.0,0.7,10,0.0,0,9.1,0,2.0,16.2,956.7,19.3,74.0,23.7,14.6,13.4,eor
11439,3379,19850925,10,7.0,0.7,10,0.0,0,5.8,0,1.0,15.1,958.9,18.4,72.0,22.8,14.7,13.7,eor
11440,3379,19850926,10,6.0,1.0,10,0.0,0,8.3,0,1.0,12.2,963.6,16.5,67.0,21.3,12.0,11.0,eor
11441,3379,19850927,10,5.5,0.8,10,0.0,0,9.9,0,1.7,12.8,963.7,16.4,71.0,21.0,10.3,9.0,eor
11442,3379,19850928,10,5.0,0.7,10,0.0,0,9.5,0,1.0,12.0,962.0,17.0,66.0,22.6,10.8,9.2,eor
11443,3379,19850929,10,5.2,0.5,10,0.0,0,9.8,0,0.0,11.8,963.2,15.7,68.0,20.8,10.3,9.0,eor
11444,3379,19850930,10,0.9,0.3,10,0.0,0,9.6,0,1.0,10.9,963.8,14.9,68.0,21.5,8.7,7.6,eor
11445,3379,19851001,10,2.7,0.2,10,0.0,0,8.5,0,4.7,13.5,961.6,17.4,71.0,24.3,9.2,7.9,eor
11446,3379,19851002,10,8.0,1.1,10,0.0,0,6.3,0,4.7,14.8,961.1,18.6,68.0,23.6,14.0,11.7,eor
11447,3379,19851003,10,5.1,1.2,10,0.0,0,9.7,0,0.0,14.0,958.0,19.0,67.0,26.2,12.7,11.2,eor
11448,3379,19851004,10,6.6,0.8,10,0.0,0,9.8,0,1.3,13.4,955.6,19.0,63.0,25.6,12.7,10.7,eor
11449,3379,19851005,10,9.2,1.1,10,0.3,6,8.4,0,2.3,14.7,954.7,17.9,72.0,24.0,13.0,10.9,eor
11450,3379,19851006,10,4.0,0.7,10,0.0,0,0.0,0,7.3,15.2,957.7,15.6,87.0,17.3,12.6,12.4,eor
11799,3379,19860920,10,3.5,0.7,10,0.0,0,5.4,0,2.0,9.7,966.5,10.8,75.0,15.4,5.5,5.0,eor
11800,3379,19860921,10,4.0,0.5,10,0.0,0,9.9,0,2.3,9.6,963.7,12.9,68.0,19.2,5.9,5.0,eor
11801,3379,19860922,10,4.9,0.7,10,0.0,0,8.8,0,2.7,11.0,960.8,14.8,68.0,20.6,8.7,7.5,eor
11802,3379,19860923,10,3.8,0.5,10,0.0,0,10.3,0,1.0,10.3,959.4,15.8,61.0,21.3,9.4,8.4,eor
11803,3379,19860924,10,7.5,1.2,10,0.0,0,2.5,0,7.3,11.7,955.4,15.2,70.0,19.5,9.2,7.6,eor
11804,3379,19860925,10,10.1,2.5,10,0.0,0,0.5,0,7.3,10.1,953.9,13.0,68.0,16.0,10.5,10.5,eor
11805,3379,19860926,10,9.0,1.2,10,0.0,0,10.1,0,1.3,7.0,955.0,11.2,54.0,15.5,6.8,6.0,eor
11806,3379,19860927,10,6.0,0.7,10,0.0,0,9.4,0,3.3,8.4,959.9,11.8,64.0,16.4,5.0,4.0,eor
11807,3379,19860928,10,7.7,1.2,10,0.0,0,9.3,0,1.0,8.7,966.8,12.5,62.0,17.2,8.4,7.2,eor
11808,3379,19860929,10,5.1,0.6,10,0.0,0,10.0,0,1.7,9.1,968.4,12.4,67.0,18.0,5.7,5.0,eor
11809,3379,19860930,10,8.2,1.4,10,0.0,0,9.2,0,3.0,11.1,966.7,13.6,72.0,19.2,6.8,5.8,eor
11810,3379,19861001,10,3.2,0.8,10,0.0,0,9.9,0,1.0,12.0,961.4,14.8,73.0,21.4,9.0,8.0,eor
11811,3379,19861002,10,4.0,0.6,10,0.0,0,10.3,0,0.0,10.5,961.1,16.3,61.0,23.5,9.1,7.2,eor
11812,3379,19861003,10,5.5,0.6,10,0.0,0,9.6,0,2.3,10.8,961.1,17.2,58.0,23.6,10.3,9.1,eor
11813,3379,19861004,10,4.7,0.6,10,0.0,0,8.4,0,0.3,12.1,961.5,14.9,73.0,19.4,10.4,8.0,eor
11814,3379,19861005,10,5.5,0.7,10,0.0,0,9.8,0,0.3,9.6,962.2,14.6,62.0,20.3,8.6,7.5,eor
12163,3379,19870919,10,9.8,1.4,10,0.0,0,7.2,0,2.7,18.2,959.0,22.4,68.0,26.5,18.2,16.5,eor
12164,3379,19870920,10,11.0,2.6,10,3.4,6,6.7,0,4.0,15.4,955.0,22.9,54.0,27.1,17.0,17.5,eor
12165,3379,19870921,10,7.1,1.4,10,0.0,0,9.8,0,0.7,17.1,955.5,21.3,69.0,27.8,15.4,14.0,eor
12166,3379,19870922,10,5.7,0.9,10,0.2,6,9.4,0,2.7,15.5,955.3,22.3,59.0,28.7,15.0,13.2,eor
12167,3379,19870923,10,10.4,1.7,10,12.4,6,6.1,0,7.3,16.6,950.6,20.9,66.0,28.1,16.8,15.0,eor
12168,3379,19870924,10,11.9,3.0,10,0.1,6,8.5,0,6.3,12.4,948.0,15.9,69.0,19.9,13.5,12.2,eor
12169,3379,19870925,10,7.2,1.8,10,16.9,6,7.2,0,5.3,13.3,946.6,15.2,77.0,18.5,12.9,11.4,eor
12170,3379,19870926,10,6.2,1.4,10,30.4,6,0.0,0,8.0,14.6,943.0,13.3,95.0,15.1,12.3,12.0,eor
12171,3379,19870927,10,5.7,1.9,10,4.3,6,0.7,0,7.3,10.4,954.9,10.4,83.0,12.8,8.5,9.1,eor
12172,3379,19870928,10,6.0,1.4,10,0.0,0,3.0,0,6.3,7.1,959.3,9.5,61.0,12.2,7.4,7.2,eor
12173,3379,19870929,10,6.3,1.1,10,0.0,0,9.0,0,1.3,7.1,960.2,8.5,65.0,12.0,5.3,4.7,eor
12174,3379,19870930,10,11.8,3.0,10,0.0,0,10.3,0,0.3,7.3,961.3,7.5,72.0,11.8,4.0,3.4,eor
12175,3379,19871001,10,9.3,2.8,10,0.0,0,9.2,0,2.7,7.4,962.9,7.9,70.0,13.2,4.2,3.5,eor
12176,3379,19871002,10,9.3,2.1,10,0.0,0,4.2,0,3.7,8.1,963.3,7.2,80.0,11.4,3.2,3.0,eor
12177,3379,19871003,10,3.6,0.5,10,0.0,0,3.6,0,4.0,9.0,961.0,9.0,81.0,12.2,3.6,3.0,eor
12178,3379,19871004,10,5.7,1.0,10,0.0,0,1.4,0,5.0,11.5,956.7,12.8,79.0,17.7,6.0,5.1,eor
12527,3379,19880917,10,5.0,1.8,10,0.1,6,0.0,0,7.0,11.2,957.9,10.0,91.0,11.1,7.5,7.0,eor
12528,3379,19880918,10,6.0,2.2,10,0.9,6,1.8,0,7.0,11.6,962.7,12.1,83.0,14.4,9.2,8.2,eor
12529,3379,19880919,10,4.7,1.0,10,0.0,0,4.5,0,5.7,12.0,966.4,13.8,76.0,17.8,11.2,10.5,eor
12530,3379,19880920,10,4.7,1.4,10,0.0,0,0.0,0,8.0,11.9,962.5,12.2,84.0,13.4,10.7,8.4,eor
12531,3379,19880921,10,3.1,1.2,10,0.0,0,0.0,0,6.7,11.4,955.6,12.4,79.0,14.5,10.5,10.0,eor
12532,3379,19880922,10,3.1,0.7,10,0.0,6,8.0,0,1.7,12.8,950.8,14.7,78.0,21.0,8.4,7.1,eor
12533,3379,19880923,10,14.5,3.1,10,1.0,6,2.7,0,7.3,11.8,950.0,15.1,69.0,17.3,10.4,8.4,eor
12534,3379,19880924,10,14.2,4.2,10,0.0,0,4.7,0,6.3,11.4,954.9,14.2,72.0,18.4,10.4,10.4,eor
12535,3379,19880925,10,11.9,3.4,10,0.0,6,0.2,0,7.0,11.4,960.6,15.4,64.0,17.5,12.3,10.9,eor
12536,3379,19880926,10,7.8,2.4,10,0.0,0,10.4,0,0.7,11.9,962.1,17.4,61.0,23.0,12.6,10.6,eor
12537,3379,19880927,10,5.0,1.0,10,0.0,0,9.7,0,3.7,11.5,960.5,16.5,65.0,23.2,10.0,7.9,eor
12538,3379,19880928,10,8.8,2.2,10,0.0,0,8.4,0,2.3,9.8,954.6,18.2,53.0,24.9,10.6,8.4,eor
12539,3379,19880929,10,9.8,2.1,10,1.4,6,2.5,0,7.3,12.0,955.1,15.6,66.0,20.2,12.6,14.9,eor
12540,3379,19880930,10,5.7,2.1,10,1.0,6,0.0,0,8.0,10.9,960.4,9.6,91.0,12.6,8.6,8.6,eor
12541,3379,19881001,10,6.7,2.1,10,0.2,6,0.0,0,8.0,11.7,965.0,10.7,91.0,11.8,9.1,9.3,eor
12542,3379,19881002,10,6.7,2.2,10,0.0,0,0.0,0,8.0,11.9,963.5,11.2,89.0,12.4,10.3,9.9,eor
12891,3379,19890916,10,9.3,3.2,10,0.0,0,6.2,0,3.7,14.3,955.4,17.7,71.0,22.5,12.9,12.4,eor
12892,3379,19890917,10,4.1,0.5,10,0.0,0,10.7,0,1.0,13.3,955.3,18.6,67.0,25.5,10.7,9.9,eor
12893,3379,19890918,10,6.8,1.3,10,0.0,0,10.5,0,0.0,15.2,957.6,20.0,67.0,26.9,13.2,10.4,eor
12894,3379,19890919,10,12.2,1.5,10,6.5,6,9.6,0,2.7,16.7,957.8,19.4,75.0,26.7,14.1,12.5,eor
12895,3379,19890920,10,6.7,1.2,10,0.0,0,9.0,0,2.3,17.2,962.9,19.6,76.0,23.8,15.3,13.8,eor
12896,3379,19890921,10,5.8,1.1,10,0.0,0,5.8,0,3.0,17.6,958.5,18.9,81.0,22.5,15.8,16.1,eor
12897,3379,19890922,10,5.0,1.2,10,0.0,0,7.9,0,2.7,17.0,954.2,18.9,79.0,24.2,14.1,14.4,eor
12898,3379,19890923,10,8.7,1.4,10,3.0,6,0.9,0,4.0,16.5,954.7,17.5,83.0,21.6,13.9,13.7,eor
12899,3379,19890924,10,7.1,1.5,10,0.0,0,0.0,0,8.0,13.9,958.6,14.1,86.0,17.4,12.1,12.3,eor
12900,3379,19890925,10,5.3,1.3,10,9.2,6,0.0,0,7.7,14.2,957.6,14.4,85.0,16.5,13.4,13.8,eor
12901,3379,19890926,10,6.2,1.8,10,0.0,6,0.0,0,7.7,12.3,956.6,12.1,88.0,13.9,10.6,10.5,eor
12902,3379,19890927,10,11.3,2.0,10,15.3,6,0.0,0,7.7,10.9,953.9,9.3,90.0,12.4,7.9,12.0,eor
12903,3379,19890928,10,4.5,1.4,10,6.4,6,0.0,0,8.0,10.5,958.7,8.7,95.0,9.5,6.9,7.2,eor
12904,3379,19890929,10,5.0,1.2,10,1.1,6,0.0,0,7.3,9.8,960.2,9.6,82.0,11.3,8.8,9.0,eor
12905,3379,19890930,10,5.7,1.4,10,0.9,6,5.1,0,6.3,8.3,961.8,9.8,71.0,12.6,6.5,6.0,eor
12906,3379,19891001,10,6.2,2.0,10,0.0,0,0.3,0,7.7,10.6,961.7,11.8,77.0,14.4,8.6,8.5,eor
13262,3379,19900922,10,16.2,3.2,10,33.6,6,1.2,0,7.3,13.3,942.8,14.0,84.0,19.0,7.9,7.4,eor
13263,3379,19900923,10,6.2,1.6,10,12.9,6,1.8,0,7.3,13.9,945.5,14.8,83.0,18.0,12.2,12.3,eor
13264,3379,19900924,10,13.0,2.6,10,1.6,6,5.2,0,4.0,8.7,948.5,10.8,66.0,14.7,9.2,10.8,eor
13265,3379,19900925,10,16.5,3.1,10,0.0,0,5.2,0,2.7,8.3,952.8,11.6,61.0,15.8,6.4,5.4,eor
13266,3379,19900926,10,4.1,0.8,10,0.0,0,3.6,0,5.7,9.0,958.0,11.6,69.0,14.7,6.1,5.1,eor
13267,3379,19900927,10,6.0,1.2,10,0.0,0,6.8,0,4.0,8.3,962.5,11.4,61.0,15.3,10.0,9.2,eor
13268,3379,19900928,10,4.6,0.7,10,0.0,0,9.5,0,0.7,8.8,963.3,11.4,66.0,15.7,8.0,6.8,eor
13269,3379,19900929,10,6.0,1.2,10,0.0,0,9.7,0,2.3,9.3,957.2,14.3,61.0,22.4,7.0,5.6,eor
13270,3379,19900930,10,10.3,2.1,10,0.3,6,4.6,0,6.0,14.2,951.2,18.6,68.0,23.3,12.5,10.0,eor
13271,3379,19901001,10,14.0,3.0,10,15.0,6,3.6,0,7.0,15.2,951.9,17.0,78.0,22.0,15.1,9.0,eor
13272,3379,19901002,10,4.2,1.2,10,0.0,0,0.2,0,5.0,12.5,958.2,13.4,81.0,15.3,12.0,12.0,eor
13273,3379,19901003,10,2.6,0.7,10,0.0,0,6.5,0,3.0,14.8,953.4,16.3,81.0,20.7,12.3,10.6,eor
13274,3379,19901004,10,14.4,1.7,10,13.3,6,1.9,0,7.0,11.8,955.8,10.8,90.0,17.0,9.7,10.0,eor
13275,3379,19901005,10,4.1,1.0,10,0.0,0,4.4,0,4.0,9.0,961.9,10.5,72.0,14.5,8.3,7.5,eor
13276,3379,19901006,10,5.7,1.5,10,0.0,0,8.9,0,4.3,10.0,953.2,14.3,62.0,19.9,7.7,-999.0,eor
13277,3379,19901007,10,9.5,1.4,10,14.3,6,7.7,0,5.0,10.8,946.6,14.2,68.0,18.4,8.2,7.2,eor
13626,3379,19910921,10,4.1,1.5,10,0.0,0,9.2,0,4.0,13.5,954.2,16.2,76.0,21.5,10.1,9.1,eor
13627,3379,19910922,10,17.5,2.2,10,15.5,6,5.7,0,7.3,14.1,950.4,18.1,69.0,26.9,13.8,13.4,eor
13628,3379,19910923,10,17.0,2.5,10,5.0,6,2.5,0,5.7,9.2,954.0,13.1,60.0,15.4,10.7,13.1,eor
13629,3379,19910924,10,5.9,1.8,10,0.0,0,8.7,0,2.3,11.6,953.5,16.8,60.0,23.2,11.2,10.5,eor
13630,3379,19910925,10,5.1,1.2,10,0.0,0,10.6,0,0.7,13.5,947.5,18.4,65.0,25.1,11.6,10.4,eor
13631,3379,19910926,10,9.3,2.3,10,18.3,6,0.4,0,8.0,14.2,939.6,16.0,76.0,22.0,11.8,11.5,eor
13632,3379,19910927,10,9.8,3.7,10,1.0,6,1.3,0,7.0,10.2,946.3,11.5,74.0,14.5,10.6,10.3,eor
13633,3379,19910928,10,7.7,2.7,10,0.0,0,5.4,0,4.7,9.1,943.8,12.5,66.0,16.3,7.1,6.5,eor
13634,3379,19910929,10,10.3,1.8,10,0.0,0,3.8,0,5.3,12.4,937.3,14.8,72.0,24.2,10.0,9.4,eor
13635,3379,19910930,10,7.8,2.6,10,4.9,6,1.1,0,7.3,11.9,943.9,12.4,81.0,17.0,10.6,10.3,eor
13636,3379,19911001,10,15.8,2.7,10,1.9,6,8.3,0,6.0,11.0,950.7,14.4,70.0,17.9,9.4,8.1,eor
13637,3379,19911002,10,15.9,4.5,10,1.2,6,5.1,0,6.7,9.6,960.5,11.0,73.0,14.7,9.4,8.4,eor
13638,3379,19911003,10,4.1,1.1,10,0.0,0,10.1,0,0.3,8.6,965.7,11.3,67.0,16.5,5.9,5.1,eor
13639,3379,19911004,10,6.7,0.9,10,0.0,0,10.4,0,0.3,9.8,962.3,13.0,68.0,18.7,5.8,5.2,eor
13640,3379,19911005,10,3.5,0.3,10,0.0,0,9.3,0,2.7,12.1,953.8,14.1,77.0,20.3,6.7,5.8,eor
13641,3379,19911006,10,8.7,1.6,10,0.0,6,0.0,0,7.0,12.4,951.7,12.1,89.0,14.2,9.3,8.0,eor
13990,3379,19920919,10,4.6,0.9,10,0.2,6,5.7,0,6.3,12.6,958.2,16.0,72.0,20.3,10.8,10.0,eor
13991,3379,19920920,10,4.6,0.5,10,0.0,0,5.8,0,2.0,11.6,958.3,16.4,64.0,20.8,12.1,10.9,eor
13992,3379,19920921,10,5.7,1.0,10,0.0,0,8.6,0,2.3,13.0,955.1,17.7,67.0,23.8,11.6,10.4,eor
13993,3379,19920922,10,12.3,1.8,10,0.0,0,9.8,0,0.3,13.6,951.9,19.2,63.0,26.0,11.9,10.6,eor
13994,3379,19920923,10,7.7,1.4,10,0.6,6,0.9,0,7.0,13.2,956.9,14.8,78.0,18.4,13.2,11.9,eor
13995,3379,19920924,10,4.1,1.1,10,0.0,6,0.1,0,7.7,13.3,958.4,14.4,80.0,16.3,13.1,12.8,eor
13996,3379,19920925,10,5.5,1.0,10,0.0,0,4.9,0,2.7,13.6,958.1,15.3,79.0,19.2,11.4,11.8,eor
13997,3379,19920926,10,6.2,0.9,10,0.0,0,9.3,0,0.0,12.7,957.4,17.1,68.0,22.5,10.1,9.5,eor
13998,3379,19920927,10,8.2,1.6,10,0.0,0,10.1,0,0.0,11.0,953.3,17.5,58.0,24.5,10.4,3.5,eor
13999,3379,19920928,10,8.2,1.5,10,6.9,6,4.7,0,5.7,13.6,952.8,14.6,81.0,19.2,12.1,10.9,eor
14000,3379,19920929,10,8.2,2.1,10,20.9,6,0.0,0,8.0,13.0,955.0,11.8,92.0,13.9,11.2,12.9,eor
14001,3379,19920930,10,6.2,1.5,10,0.6,6,0.0,0,8.0,13.3,957.6,13.4,88.0,14.5,11.1,11.0,eor
14002,3379,19921001,10,3.6,1.0,10,0.1,6,0.7,0,4.7,12.5,956.9,13.0,82.0,16.0,12.1,12.2,eor
14003,3379,19921002,10,6.2,0.9,10,0.0,6,1.7,0,7.0,12.1,951.2,13.6,78.0,17.0,10.0,9.3,eor
14004,3379,19921003,10,7.2,1.4,10,0.9,6,0.4,0,5.3,12.3,940.5,12.0,87.0,13.6,11.6,11.5,eor
14005,3379,19921004,10,18.0,3.8,10,0.0,0,0.0,0,6.0,10.6,937.2,11.8,75.0,13.3,10.5,11.2,eor
14354,3379,19930918,10,7.2,1.1,10,0.0,6,8.6,0,3.0,11.3,957.4,14.0,73.0,18.6,9.0,8.0,eor
14355,3379,19930919,10,7.2,1.5,10,0.0,0,8.7,0,1.7,12.7,960.2,14.3,78.0,18.7,9.8,9.2,eor
14356,3379,19930920,10,6.2,1.2,10,0.0,0,10.0,0,2.0,15.1,960.9,16.0,84.0,21.2,10.4,9.6,eor
14357,3379,19930921,10,5.7,0.8,10,0.2,6,8.9,0,4.3,16.4,958.7,20.4,73.0,26.0,12.8,11.5,eor
14358,3379,19930922,10,11.8,2.4,10,0.0,0,8.6,0,2.3,12.7,952.0,22.6,50.0,29.7,15.4,13.8,eor
14359,3379,19930923,10,4.6,1.0,10,0.0,0,4.4,0,5.0,16.6,949.9,18.4,78.0,22.2,15.3,13.1,eor
14360,3379,19930924,10,7.7,1.3,10,0.7,6,1.2,0,6.3,13.0,943.8,20.0,59.0,25.2,14.0,13.4,eor
14361,3379,19930925,10,11.8,2.8,10,3.9,6,3.4,0,7.3,14.5,943.3,14.4,85.0,20.1,12.2,15.4,eor
14362,3379,19930926,10,8.7,2.9,10,2.7,6,0.7,0,5.7,11.1,951.4,9.5,92.0,12.2,9.0,9.2,eor
14363,3379,19930927,10,6.2,1.3,10,0.0,0,9.3,0,2.3,9.8,954.8,12.0,72.0,16.2,7.5,6.8,eor
14364,3379,19930928,10,9.3,2.1,10,1.6,6,2.0,0,6.7,10.5,952.0,9.2,88.0,12.8,7.9,8.0,eor
14365,3379,19930929,10,7.2,1.8,10,0.0,6,0.0,0,5.3,10.2,953.4,9.2,87.0,11.0,7.8,7.6,eor
14366,3379,19930930,10,8.7,1.6,10,0.0,0,8.1,0,3.7,10.1,951.6,9.8,84.0,15.6,6.0,6.2,eor
14367,3379,19931001,10,7.2,1.9,10,0.0,0,6.0,0,5.3,10.6,941.1,13.2,72.0,19.2,7.7,7.5,eor
14368,3379,19931002,10,11.3,2.4,10,11.2,6,0.0,0,8.0,11.0,931.9,11.5,80.0,14.5,10.0,10.4,eor
14369,3379,19931003,10,13.4,3.7,10,0.0,0,5.8,0,3.3,9.6,941.9,9.8,79.0,13.4,6.7,6.1,eor
14718,3379,19940917,10,7.7,2.2,10,1.4,6,0.8,0,7.3,8.7,954.8,8.7,77.0,12.8,7.3,8.3,eor
14719,3379,19940918,10,10.3,2.4,10,4.5,6,1.7,0,7.0,8.5,958.9,7.9,80.0,10.6,5.4,5.2,eor
14720,3379,19940919,10,5.1,1.1,10,0.0,0,0.7,0,5.0,9.9,957.5,9.6,83.0,12.5,7.2,7.0,eor
14721,3379,19940920,10,8.2,2.0,10,0.0,0,10.2,0,3.0,8.7,946.4,11.0,69.0,15.3,4.4,4.0,eor
14722,3379,19940921,10,8.2,1.8,10,0.0,0,7.3,0,5.7,10.8,949.2,12.7,73.0,17.1,9.8,9.5,eor
14723,3379,19940922,10,7.2,1.8,10,0.0,0,6.1,0,4.7,11.9,958.1,13.4,79.0,17.4,8.5,7.6,eor
14724,3379,19940923,10,8.2,1.9,10,0.0,0,8.5,0,2.3,13.5,958.2,16.2,75.0,21.9,10.1,10.0,eor
14725,3379,19940924,10,5.1,1.1,10,0.0,0,6.4,0,3.7,16.2,953.8,18.9,75.0,25.2,12.6,11.9,eor
14726,3379,19940925,10,6.2,1.3,10,0.0,0,7.4,0,2.7,16.2,956.1,18.4,77.0,22.6,15.3,15.0,eor
14727,3379,19940926,10,8.2,0.9,10,6.0,6,0.6,0,7.0,17.3,953.6,16.7,91.0,19.2,14.3,13.0,eor
14728,3379,19940927,10,6.9,1.2,10,2.7,6,1.5,0,5.3,15.1,955.5,15.6,85.0,18.4,14.0,14.0,eor
14729,3379,19940928,10,5.1,0.9,10,0.0,0,1.0,0,4.7,13.1,959.9,14.8,77.0,17.4,13.9,13.4,eor
14730,3379,19940929,10,3.6,0.8,10,0.0,0,7.9,0,5.7,13.1,960.4,14.9,80.0,19.1,9.1,9.2,eor
14731,3379,19940930,10,5.1,0.7,10,0.0,6,6.1,0,7.0,14.8,957.8,16.0,84.0,19.5,9.7,9.2,eor
14732,3379,19941001,10,5.7,1.1,10,0.4,6,0.0,0,7.3,15.4,958.7,15.8,85.0,17.3,13.9,13.6,eor
14733,3379,19941002,10,6.0,0.9,10,4.9,6,0.9,0,5.3,16.3,954.2,15.6,92.0,18.6,13.0,12.4,eor
15082,3379,19950916,10,5.1,1.0,10,1.6,6,9.0,0,5.0,11.9,950.2,14.6,76.0,19.4,8.1,7.6,eor
15083,3379,19950917,10,6.2,1.4,10,0.0,0,8.6,0,2.7,12.8,954.8,15.2,76.0,19.3,12.0,11.5,eor
15084,3379,19950918,10,4.1,1.7,10,0.0,0,7.2,0,4.3,12.9,955.2,15.5,75.0,20.1,10.8,10.8,eor
15085,3379,19950919,10,6.2,2.1,10,2.0,6,2.2,0,5.7,14.7,945.7,14.8,87.0,18.6,12.1,12.0,eor
15086,3379,19950920,10,10.3,2.8,10,10.8,6,1.4,0,7.3,11.8,945.6,12.3,80.0,17.0,9.8,11.0,eor
15087,3379,19950921,10,6.7,2.0,10,5.9,6,0.0,0,7.7,12.3,954.8,10.8,95.0,11.6,9.6,9.1,eor
15088,3379,19950922,10,2.6,0.8,10,0.0,0,0.0,0,6.7,9.3,959.2,11.5,73.0,16.3,6.9,7.7,eor
15089,3379,19950923,10,2.6,0.9,10,0.0,0,5.3,0,5.0,11.0,960.0,12.9,74.0,17.1,8.2,7.5,eor
15090,3379,19950924,10,4.1,1.3,10,0.0,6,8.5,0,4.0,9.9,954.1,13.6,69.0,18.6,7.0,6.4,eor
15091,3379,19950925,10,6.7,1.7,10,0.0,0,3.2,0,5.7,10.8,956.2,13.4,70.0,17.0,11.5,11.0,eor
15092,3379,19950926,10,5.7,1.8,10,0.0,0,1.1,0,4.7,10.4,960.5,11.8,73.0,15.0,10.6,11.3,eor
15093,3379,19950927,10,13.4,3.7,10,11.7,6,6.2,0,7.0,11.4,952.6,14.0,75.0,20.3,8.5,7.8,eor
15094,3379,19950928,10,8.7,2.4,10,0.0,6,6.8,0,4.7,7.3,956.9,9.3,61.0,13.0,7.8,7.8,eor
15095,3379,19950929,10,7.2,2.4,10,0.0,0,7.1,0,2.7,7.0,957.9,7.7,68.0,11.5,5.5,5.0,eor
15096,3379,19950930,10,8.2,2.7,10,0.0,0,3.9,0,5.0,6.7,954.7,8.4,63.0,11.8,4.5,4.0,eor
15097,3379,19951001,10,6.7,2.6,10,3.5,6,0.0,0,7.7,10.7,954.2,10.4,86.0,11.7,7.9,7.6,eor
15453,3379,19960921,10,4.1,0.9,10,10.2,6,0.6,0,7.3,12.0,942.3,10.8,93.0,12.0,9.1,9.0,eor
15454,3379,19960922,10,5.7,1.4,10,3.1,6,0.5,0,8.0,12.7,942.9,12.0,91.0,13.3,10.4,10.1,eor
15455,3379,19960923,10,5.1,2.0,10,4.4,6,0.0,0,8.0,12.6,943.5,11.0,95.0,12.2,10.7,10.7,eor
15456,3379,19960924,10,6.7,2.6,10,0.2,6,0.3,0,6.7,9.9,948.6,9.7,82.0,12.0,8.6,8.6,eor
15457,3379,19960925,10,4.1,1.4,10,0.0,0,7.8,0,3.7,8.7,950.5,10.6,70.0,14.6,7.4,7.1,eor
15458,3379,19960926,10,4.6,1.1,10,0.0,6,6.0,0,4.7,9.2,956.1,11.6,69.0,16.5,6.8,5.6,eor
15459,3379,19960927,10,8.2,2.4,10,1.9,6,6.3,0,3.0,9.8,954.6,12.6,69.0,17.7,6.8,5.9,eor
15460,3379,19960928,10,6.2,2.2,10,3.2,6,3.1,0,5.3,11.2,962.6,12.1,78.0,15.0,11.3,10.4,eor
15461,3379,19960929,10,3.6,1.3,10,0.0,6,1.3,0,7.0,9.9,961.7,13.0,70.0,15.8,6.9,6.5,eor
15462,3379,19960930,10,3.1,1.0,10,0.0,0,10.5,0,2.0,9.4,954.5,17.3,51.0,24.9,9.4,7.9,eor
15463,3379,19961001,10,14.9,1.7,10,2.2,6,8.7,0,6.0,10.8,945.0,15.9,60.0,23.0,11.0,9.0,eor
15464,3379,19961002,10,7.7,2.4,10,13.5,6,0.0,0,6.7,10.2,955.1,7.6,96.0,14.1,6.9,7.7,eor
15465,3379,19961003,10,2.6,1.0,10,0.0,0,6.9,0,2.3,8.7,963.5,8.8,77.0,13.9,5.6,6.4,eor
15466,3379,19961004,10,4.6,1.3,10,0.0,0,6.4,0,6.0,8.1,956.8,11.0,66.0,15.5,4.2,3.6,eor
15467,3379,19961005,10,6.7,1.6,10,11.0,6,1.4,0,7.7,10.5,952.2,8.6,93.0,13.2,8.0,8.0,eor
15468,3379,19961006,10,4.6,1.6,10,0.0,6,1.3,0,8.0,9.8,956.8,8.9,87.0,10.9,5.8,5.6,eor
15817,3379,19970920,3,10.3,3.1,10,0.0,0,9.8,0,2.0,9.4,964.0,11.6,68.0,16.7,9.2,7.7,eor
15818,3379,19970921,3,6.7,2.2,10,0.0,0,11.5,0,1.7,8.8,962.7,10.6,69.0,17.3,4.9,2.5,eor
15819,3379,19970922,3,8.2,2.0,10,0.0,0,11.4,0,2.7,9.3,962.6,11.4,70.0,18.4,4.5,2.2,eor
15820,3379,19970923,3,6.2,1.7,10,0.0,0,11.2,0,1.7,9.6,961.1,12.6,68.0,20.2,5.3,2.6,eor
15821,3379,19970924,3,6.2,2.2,10,0.0,0,11.1,0,1.3,10.1,962.5,13.0,69.0,19.9,7.9,5.4,eor
15822,3379,19970925,3,9.8,2.9,10,0.0,0,11.4,0,1.0,9.5,964.9,12.8,66.0,19.3,6.7,4.5,eor
15823,3379,19970926,3,7.7,2.3,10,0.0,0,11.5,0,0.7,9.8,962.0,12.6,69.0,20.0,6.2,3.2,eor
15824,3379,19970927,3,5.1,1.3,10,0.0,0,11.3,0,0.7,10.0,955.8,13.7,67.0,21.7,7.1,4.6,eor
15825,3379,19970928,3,5.1,1.5,10,0.0,0,10.6,0,5.7,11.0,955.9,14.5,69.0,21.3,7.4,4.7,eor
