,STATIONS_ID,MESS_DATUM,QN_3,  FX,  FM,QN_4, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK,eor
23491,3379,20180924,10,11.2,3.9,9,0.0,0,5.9,-999,4.2,7.8,968.2,9.3,68.0,13.6,5.8,3.7,eor
23492,3379,20180925,10,6.8,2.3,9,0.0,0,8.8,-999,1.3,6.7,974.4,7.9,64.0,13.1,4.2,2.6,eor
23493,3379,20180926,10,6.1,2.1,9,0.0,0,10.5,-999,6.4,7.8,972.1,10.0,65.0,17.4,2.7,0.9,eor
23494,3379,20180927,10,4.8,1.6,9,0.0,0,11.6,-999,0.3,10.3,967.0,13.7,70.0,22.5,6.1,4.4,eor
23495,3379,20180928,10,8.1,2.8,9,0.0,0,10.7,-999,2.0,11.1,960.5,15.2,66.0,21.7,8.6,6.9,eor
23496,3379,20180929,10,9.7,3.4,9,0.0,0,8.3,-999,4.4,8.3,962.7,11.2,63.0,16.2,5.8,4.3,eor
23497,3379,20180930,10,5.3,1.8,9,18.7,6,11.1,-999,0.9,10.2,955.7,11.8,73.0,20.5,3.4,2.2,eor
23498,3379,20181001,10,12.6,3.3,9,10.9,6,0.3,-999,7.8,10.9,954.0,10.4,85.0,13.4,7.2,6.6,eor
23499,3379,20181002,10,12.7,4.5,9,0.0,6,3.9,-999,7.6,7.8,960.6,8.8,70.0,11.8,5.3,4.3,eor
23500,3379,20181003,10,12.6,4.0,9,0.0,6,0.5,0,7.7,10.3,963.5,11.2,77.0,14.5,9.1,6.8,eor
23501,3379,20181004,10,6.3,2.0,9,0.0,0,10.0,0,0.9,10.1,965.0,10.9,79.0,17.2,5.8,3.8,eor
23502,3379,20181005,10,5.0,1.5,9,0.0,0,11.1,0,3.3,10.8,959.6,11.8,80.0,20.8,4.9,3.1,eor
23503,3379,20181006,10,4.7,1.4,9,0.4,6,7.3,0,7.7,12.3,953.0,15.3,74.0,23.2,8.3,6.8,eor
23504,3379,20181007,10,5.3,1.9,9,0.0,0,1.0,0,6.8,13.8,954.0,15.7,78.0,20.9,11.2,9.1,eor
23853,3379,20190921,10,8.6,2.5,9,0.0,0,12.0,-999,0.4,8.8,958.7,12.4,63.0,21.0,4.8,3.5,eor
23854,3379,20190922,10,3.9,1.4,9,0.0,6,1.4,-999,7.5,12.1,951.7,13.3,80.0,19.6,7.8,6.6,eor
23855,3379,20190923,10,11.1,3.1,9,9.6,6,0.0,-999,7.8,14.0,954.9,13.1,92.0,15.5,11.4,10.1,eor
23856,3379,20190924,10,6.5,2.0,9,0.2,6,5.7,-999,6.6,12.7,953.1,15.0,76.0,19.3,10.3,8.9,eor
23857,3379,20190925,10,17.5,3.4,9,0.6,6,3.9,-999,7.8,12.3,950.4,15.3,71.0,19.6,12.8,11.5,eor
23858,3379,20190926,10,9.6,2.8,9,0.3,6,1.9,-999,7.7,14.0,954.2,15.1,81.0,17.9,12.6,10.7,eor
23859,3379,20190927,10,15.0,3.2,9,12.3,6,5.1,-999,7.8,14.1,954.2,17.4,72.0,22.8,13.7,12.5,eor
23860,3379,20190928,10,13.8,3.4,9,0.0,6,4.7,-999,7.6,12.5,956.9,14.7,76.0,18.1,12.4,9.8,eor
23861,3379,20190929,10,13.7,3.2,9,0.1,6,10.4,-999,4.0,10.7,950.8,17.5,56.0,23.6,11.2,8.8,eor
23862,3379,20190930,10,19.0,5.7,9,0.0,0,6.7,-999,6.2,11.1,951.7,16.3,60.0,19.1,9.9,7.8,eor
23863,3379,20191001,10,9.5,2.7,9,3.0,6,9.4,0,3.7,11.6,948.5,16.6,65.0,24.1,9.6,7.5,eor
23864,3379,20191002,10,13.0,3.8,9,28.7,6,0.5,0,7.8,12.2,948.2,12.0,86.0,15.7,5.9,4.7,eor
23865,3379,20191003,10,10.5,3.1,9,0.0,0,6.9,0,4.2,8.1,957.0,7.8,77.0,12.0,5.3,3.9,eor
23866,3379,20191004,10,12.7,2.9,9,1.0,6,0.6,0,7.9,9.0,950.6,9.3,77.0,12.6,4.5,2.9,eor
23867,3379,20191005,10,12.9,4.2,9,3.7,6,0.4,0,7.6,9.8,952.0,9.8,81.0,11.6,5.0,3.6,eor
23868,3379,20191006,10,6.9,2.2,9,13.6,6,0.5,0,7.3,9.5,953.8,8.4,87.0,11.9,4.2,2.6,eor
24945,3379,20220917,3,12.6,4.1,3,7.9,6,2.683,0,7.0,9.3,952.32,9.0,81.21,11.9,6.5,5.8,eor
24946,3379,20220918,3,12.8,4.8,3,7.0,6,0.433,0,7.6,9.2,954.64,9.6,77.38,12.0,6.9,6.1,eor
24947,3379,20220919,3,11.3,4.0,3,0.1,6,3.217,0,7.0,9.0,957.52,9.6,76.42,13.5,6.1,5.3,eor
24948,3379,20220920,3,9.3,2.7,3,1.3,6,2.967,0,7.3,9.0,960.55,9.8,75.29,14.2,6.1,4.9,eor
24949,3379,20220921,3,8.5,2.2,3,0.0,0,11.083,0,0.4,8.1,962.92,9.4,70.88,15.4,3.9,2.8,eor
24950,3379,20220922,3,8.0,2.2,3,0.0,0,11.45,0,0.1,8.0,960.68,9.3,70.71,16.5,3.0,1.9,eor
24951,3379,20220923,3,5.3,1.5,3,0.0,0,10.917,0,4.9,9.3,956.44,10.9,72.33,18.9,2.8,1.7,eor
24952,3379,20220924,3,4.9,1.3,3,2.3,6,0.083,0,8.0,12.8,952.42,12.7,86.75,15.2,9.4,8.5,eor
24953,3379,20220925,3,5.8,1.4,3,3.0,6,0.85,0,7.0,12.5,950.9,11.8,90.21,15.7,8.7,7.9,eor
24954,3379,20220926,3,7.8,2.5,3,3.6,6,4.267,0,7.2,10.7,946.8,12.1,76.54,15.6,10.4,10.1,eor
24955,3379,20220927,3,15.2,4.1,3,11.4,6,2.717,0,7.4,9.7,941.24,9.6,80.96,11.9,7.1,6.7,eor
24956,3379,20220928,3,10.4,2.7,3,10.2,6,0.0,0,7.7,9.7,939.57,8.3,88.38,9.6,7.3,6.7,eor
24957,3379,20220929,3,4.6,1.4,3,3.8,6,0.0,0,7.6,9.9,942.67,8.5,89.46,10.3,7.0,6.8,eor
24958,3379,20220930,3,4.5,1.2,3,0.0,0,2.1,0,7.8,10.3,949.98,10.3,83.17,13.3,6.9,6.4,eor
24959,3379,20221001,3,11.4,3.5,3,8.6,6,0.85,0,7.4,11.0,953.8,10.8,85.29,12.7,8.0,6.3,eor
24960,3379,20221002,3,12.4,2.7,3,29.6,6,0.65,0,7.7,13.1,959.0,12.6,89.83,18.9,10.6,10.2,eor
24961,3379,20221003,3,7.6,1.9,3,0.0,0,5.167,0,4.0,10.3,964.18,9.8,85.75,15.6,5.2,4.2,eor
25116,3379,20220917,10,12.6,4.1,9,7.9,6,2.7,0,7.0,9.3,952.3,9.0,81.0,11.9,6.5,5.8,eor
25117,3379,20220918,10,12.8,4.8,9,7.0,6,0.4,0,7.6,9.2,954.6,9.6,77.0,12.0,6.9,6.1,eor
25118,3379,20220919,10,11.3,4.0,9,0.1,6,3.2,0,7.0,9.0,957.5,9.6,76.0,13.5,6.1,5.3,eor
25119,3379,20220920,10,9.3,2.7,9,1.3,6,3.0,0,7.3,9.0,960.6,9.8,75.0,14.2,6.1,4.9,eor
25120,3379,20220921,10,8.5,2.2,9,0.0,0,11.1,0,0.4,8.1,962.9,9.4,71.0,15.4,3.9,2.8,eor
25121,3379,20220922,10,8.0,2.2,9,0.0,0,11.5,0,0.1,8.0,960.7,9.3,71.0,16.5,3.0,1.9,eor
25122,3379,20220923,10,5.3,1.5,9,0.0,0,10.9,0,4.9,9.3,956.4,10.9,72.0,18.9,2.8,1.7,eor
25123,3379,20220924,10,4.9,1.3,9,2.3,6,0.1,0,8.0,12.8,952.4,12.7,87.0,15.2,9.4,8.5,eor
25124,3379,20220925,10,5.8,1.4,9,3.0,6,0.9,0,7.0,12.5,950.9,11.8,90.0,15.7,8.7,7.9,eor
25125,3379,20220926,10,7.8,2.5,9,3.6,6,4.3,0,7.2,10.7,946.8,12.1,77.0,15.6,10.4,10.1,eor
25126,3379,20220927,10,15.2,4.1,9,11.4,6,2.7,0,7.4,9.7,941.2,9.6,81.0,11.9,7.1,6.7,eor
25127,3379,20220928,10,10.4,2.7,9,10.2,6,0.0,0,7.7,9.7,939.6,8.3,88.0,9.6,7.3,6.7,eor
25128,3379,20220929,10,4.6,1.4,9,3.8,6,0.0,0,7.6,9.9,942.7,8.5,89.0,10.3,7.0,6.8,eor
25129,3379,20220930,10,4.5,1.2,9,0.0,0,2.1,0,7.8,10.3,950.0,10.3,83.0,13.3,6.9,6.4,eor
25130,3379,20221001,10,11.4,3.5,9,8.6,6,0.9,0,7.4,11.0,953.8,10.8,85.0,12.7,8.0,6.3,eor
25131,3379,20221002,10,12.4,2.7,9,29.6,6,0.7,0,7.7,13.1,959.0,12.6,90.0,18.9,10.6,10.2,eor
25132,3379,20221003,10,7.6,1.9,9,0.0,0,5.2,0,4.0,10.3,964.2,9.8,86.0,15.6,5.2,4.2,eor
25480,3379,20230916,3,5.5,1.6,3,0.0,0,11.983,0,0.7,16.0,955.1,19.1,73.79,26.3,12.5,11.8,eor
25481,3379,20230917,3,6.4,1.7,3,0.0,0,9.7,0,5.0,16.4,955.32,20.8,69.25,28.3,13.7,13.0,eor
25482,3379,20230918,3,12.8,2.9,3,1.1,6,2.767,0,7.1,15.6,952.11,18.0,75.54,23.0,14.7,13.6,eor
25483,3379,20230919,3,12.5,3.5,3,0.0,6,8.183,0,6.6,13.4,955.26,18.4,64.33,22.9,15.1,13.4,eor
25484,3379,20230920,3,7.3,2.0,3,0.0,0,11.983,0,2.4,14.4,952.96,18.5,69.5,25.0,12.1,10.9,eor
25485,3379,20230921,3,10.8,1.9,3,1.7,6,10.033,0,5.2,14.2,943.73,20.7,62.0,28.5,13.2,12.2,eor
25486,3379,20230922,3,11.1,3.0,3,12.8,6,0.0,0,7.7,13.0,947.41,13.5,83.79,18.2,11.2,10.6,eor
25487,3379,20230923,3,6.8,2.2,3,0.0,6,1.017,0,7.8,10.8,956.84,12.7,74.0,15.2,11.2,10.0,eor
25488,3379,20230924,3,6.2,1.9,3,0.0,0,9.667,0,1.9,9.8,964.47,12.6,69.04,18.1,7.8,7.0,eor
25489,3379,20230925,3,7.2,2.3,3,0.0,0,11.683,0,0.5,10.9,962.52,13.2,73.25,20.1,7.0,6.2,eor
25490,3379,20230926,3,3.9,1.2,3,0.0,0,11.367,0,5.5,13.1,961.04,14.6,79.96,22.1,8.6,7.7,eor
25491,3379,20230927,3,7.3,1.8,3,0.0,0,11.117,0,2.4,14.3,959.66,16.3,78.42,23.7,10.1,9.2,eor
25492,3379,20230928,3,5.5,1.8,3,0.0,0,11.05,0,3.4,13.2,959.08,17.7,69.33,25.9,12.0,10.9,eor
25493,3379,20230929,3,8.8,2.4,3,0.0,0,10.767,0,4.1,13.0,960.45,18.9,62.58,27.0,10.2,8.9,eor
25494,3379,20230930,3,7.5,1.9,3,0.0,0,3.717,0,6.1,12.8,964.86,16.0,71.17,20.3,10.8,10.0,eor
25495,3379,20231001,3,4.4,1.5,3,0.0,0,10.85,0,1.3,12.6,964.97,15.8,73.04,23.5,9.3,8.7,eor
25496,3379,20231002,3,4.4,1.4,3,0.0,0,11.083,0,3.2,13.2,962.25,17.0,70.96,26.3,9.7,8.7,eor
25497,3379,20231003,3,20.0,4.2,3,0.1,6,9.9,0,3.7,12.5,959.68,19.5,58.29,27.6,12.2,10.8,eor
